unitType,make,stockNumber,year,model,color,msrp,unitId,modelName,invoice,holdback,rebate,age,advertisedPrice,structure,hondaCode,vin
MOWER,GRAVELY,G004647,2022,991272,RED,6499,G004647-991272,ZT HD-60,5266.22,0,0.00,239,6499,EQUIPMENT,,004647
MOWER,GRAVELY,G091394,2022,991272,RED,6499,G091394-991272,ZT HD-60,5019.48,0,0.00,400,6499,EQUIPMENT,,091394
MOWER,GRAVELY,G000379,2022,918008,RED,4199,G000379-918008,ZT X 42,3568.97,0,0.00,141,4199,EQUIPMENT,,000379
MOWER,GRAVELY,G000380,2022,918008,RED,4199,G000380-918008,ZT X 42,3568.97,0,0.00,141,4199,EQUIPMENT,,000380
MOWER,GRAVELY,G000377,2022,918008,RED,4199,G000377-918008,ZT X 42,3568.97,0,0.00,141,4199,EQUIPMENT,,000377
MOWER,GRAVELY,G000382,2022,918008,RED,4199,G000382-918008,ZT X 42,3568.97,0,0.00,141,4199,EQUIPMENT,,000382
MOWER,GRAVELY,G000378,2022,918008,RED,4199,G000378-918008,ZT X 42,3568.97,0,0.00,141,4199,EQUIPMENT,,000378
MOWER,GRAVELY,G006051,2023,918008,Red,4199,G006051-918008,ZT X 42,3568.97,0,0.00,43,4199,EQUIPMENT,,006051
MOWER,GRAVELY,G006049,2023,918008,Red,4199,G006049-918008,ZT X 42,3568.97,0,0.00,43,4199,EQUIPMENT,,006049
MOWER,GRAVELY,G006050,2023,918008,Red,4199,G006050-918008,ZT X 42,3568.97,0,0.00,43,4199,EQUIPMENT,,006050
MOWER,GRAVELY,G000304,2022,918009,RED,4299,G000304-918009,ZT X 48,3653.65,0,0.00,141,4299,EQUIPMENT,,000304
MOWER,GRAVELY,G000301,2022,918009,RED,4299,G000301-918009,ZT X 48,3653.65,0,0.00,141,4299,EQUIPMENT,,000301
MOWER,GRAVELY,G000305,2022,918009,RED,4299,G000305-918009,ZT X 48,3653.65,0,0.00,141,4299,EQUIPMENT,,000305
MOWER,GRAVELY,G000303,2022,918009,RED,4299,G000303-918009,ZT X 48,3653.65,0,0.00,141,4299,EQUIPMENT,,000303
MOWER,GRAVELY,G000309,2022,918009,RED,4299,G000309-918009,ZT X 48,3653.65,0,0.00,141,4299,EQUIPMENT,,000309
MOWER,GRAVELY,G000302,2022,918009,RED,4299,G000302-918009,ZT X 48,3653.65,0,0.00,141,4299,EQUIPMENT,,000302
MOWER,GRAVELY,G005626,2023,918009,Red,4299,G005626-918009,ZT X 48,3653.65,0,0.00,44,4299,EQUIPMENT,,005626
MOWER,GRAVELY,G005629,2023,918009,Red,4299,G005629-918009,ZT X 48,3653.65,0,0.00,44,4299,EQUIPMENT,,005629
MOWER,GRAVELY,G005722,2023,918009,Red,4299,G005722-918009,ZT X 48,3653.65,0,0.00,30,4299,EQUIPMENT,,005722
MOWER,GRAVELY,G005723,2023,918009,Red,4299,G005723-918009,ZT X 48,3653.65,0,0.00,30,4299,EQUIPMENT,,005723
MOWER,GRAVELY,G005165,2023,918009,Red,4299,G005165-918009,ZT X 48,3653.65,0,0.00,44,4299,EQUIPMENT,,005165
MOWER,GRAVELY,G005724,2023,918009,Red,4299,G005724-918009,ZT X 48,3653.65,0,0.00,30,4299,EQUIPMENT,,005724
MOWER,GRAVELY,G000921,2022,918011,Red,4299,G000921-918011,ZT X 52,3654.38,0,0.00,71,4299,EQUIPMENT,,000921
MOWER,GRAVELY,G000883,2022,918011,Red,4299,G000883-918011,ZT X 52,3654.38,0,0.00,141,4299,EQUIPMENT,,000883
MOWER,GRAVELY,G000882,2022,918011,Red,4299,G000882-918011,ZT X 52,3654.38,0,0.00,141,4299,EQUIPMENT,,000882
MOWER,GRAVELY,G000920,2022,918011,Red,4299,G000920-918011,ZT X 52,3654.38,0,0.00,71,4299,EQUIPMENT,,000920
MOWER,GRAVELY,G000755,2022,918011,Red,4299,G000755-918011,ZT X 52,3654.38,0,0.00,141,4299,EQUIPMENT,,000755
MOWER,GRAVELY,G000754,2022,918011,Red,4299,G000754-918011,ZT X 52,3654.38,0,0.00,141,4299,EQUIPMENT,,000754
MOWER,GRAVELY,G001949,2022,918011,Red,4299,G001949-918011,ZT X 52,3654.38,0,0.00,71,4299,EQUIPMENT,,000949
MOWER,GRAVELY,G000884,2022,918011,Red,4299,G000884-918011,ZT X 52,3654.38,0,0.00,141,4299,EQUIPMENT,,000884
MOWER,GRAVELY,G000728,2022,918011,Red,4299,G000728-918011,ZT X 52,3654.38,0,0.00,141,4299,EQUIPMENT,,000728
MOWER,GRAVELY,G001295,2022,915276,RED,3999,G001295-915276,ZT X-48,3359.46,0,0.00,239,3999,EQUIPMENT,,001295
MOWER,GRAVELY,G001342,2022,915276,RED,3999,G001342-915276,ZT X-48,3359.46,0,0.00,239,3999,EQUIPMENT,,001342
MOWER,GRAVELY,G001341,2022,915276,RED,3999,G001341-915276,ZT X-48,3359.46,0,0.00,239,3999,EQUIPMENT,,001341
MOWER,GRAVELY,G001337,2022,915276,RED,3999,G001337-915276,ZT X-48,3359.46,0,0.00,239,3999,EQUIPMENT,,001337
MOWER,GRAVELY,G001294,2022,915276,RED,3999,G001294-915276,ZT X-48,3359.46,0,0.00,239,3999,EQUIPMENT,,001294
MOWER,GRAVELY,G001340,2022,915276,RED,3999,G001340-915276,ZT X-48,3359.46,0,0.00,239,3999,EQUIPMENT,,001340
MOWER,GRAVELY,G001328,2022,915276,RED,3999,G001328-915276,ZT X-48,3359.46,0,0.00,239,3999,EQUIPMENT,,001328
MOWER,GRAVELY,G001327,2022,915276,RED,3999,G001327-915276,ZT X-48,3359.46,0,0.00,239,3999,EQUIPMENT,,001327
MOWER,GRAVELY,G001339,2022,915276,RED,3999,G001339-915276,ZT X-48,3359.46,0,0.00,239,3999,EQUIPMENT,,001339
MOWER,GRAVELY,G064888,2022,915257,RED,4099,G064888-915257,ZT X-52,3443.41,0,0.00,210,4099,EQUIPMENT,,064888
MOWER,GRAVELY,G064887,2022,915257,RED,4099,G064887-915257,ZT X-52,3443.41,0,0.00,210,4099,EQUIPMENT,,064887
MOWER,GRAVELY,G000118,2022,918012,RED,4999,G000118-918012,ZT XL 42,4174.14,0,0.00,141,4999,EQUIPMENT,,000118
MOWER,GRAVELY,G000117,2022,918012,RED,4999,G000117-918012,ZT XL 42,4174.14,0,0.00,141,4999,EQUIPMENT,,000117
MOWER,GRAVELY,G000125,2022,918012,RED,4999,G000125-918012,ZT XL 42,4174.14,0,0.00,141,4999,EQUIPMENT,,000125
MOWER,GRAVELY,G000251,2022,918013,RED,5099,G000251-918013,ZT XL 48,4257.36,0,0.00,148,5099,EQUIPMENT,,000251
MOWER,GRAVELY,G000250,2022,918013,RED,5099,G000250-918013,ZT XL 48,4257.36,0,0.00,148,5099,EQUIPMENT,,000250
MOWER,GRAVELY,G000258,2022,918013,RED,5099,G000258-918013,ZT XL 48,4257.36,0,0.00,148,5099,EQUIPMENT,,000258
MOWER,GRAVELY,G000158,2022,918015,RED,5199,G000158-918015,ZT XL 52,4341.31,0,0.00,141,5199,EQUIPMENT,,000158
MOWER,HUSTLER,H063745,2022,939751,YELLOW,5099,H063745-939751,RAPTOR XD 54,4079.2,0,0.00,274,5099,EQUIPMENT,,22063745
MOWER,HUSTLER,H063747,2022,939751,YELLOW,5099,H063747-939751,RAPTOR XD 54,4079.2,0,0.00,274,5099,EQUIPMENT,,22063747
MOWER,HUSTLER,H063746,2022,939751,YELLOW,5099,H063746-939751,RAPTOR XD 54,4079.2,0,0.00,274,5099,EQUIPMENT,,22063746
MOWER,HUSTLER,H046541,2022,939827,YELLOW,6099,H046541-939827,RAPTOR XDX 48,4879.2,0,0.00,336,6099,EQUIPMENT,,22046541
MOWER,HUSTLER,H030786,2022,939835,YELLOW,6199,H030786-939835,RAPTOR XDX 54,4759.2,0,0.00,356,6199,EQUIPMENT,,22030786
MOWER,HUSTLER,H040848,2022,939835,YELLOW,6199,H040848-939835,RAPTOR XDX 54,4959.2,0,0.00,357,6199,EQUIPMENT,,22040848
SCOOTER,HONDA,200582,2023,ADV150AP,RED,4349,200582-ADV150AP,ADV 150,4284,217,0.00,108,4349,ON ROAD,257248,MLHKF3851P5200582
SCOOTER (b),HONDA,102423,2023,NPS50P,White / Metallic Blue,2899,102423-NPS50P,RUCKUS,2822,145,0.00,134,2899,OFF ROAD,256319,JH2AF5816PK102423
SXS SPORT,HONDA,300200,2022,SXS10S2RDN,RED,23299,300200-SXS10S2RDN,TALON 1000R FOX LIVE VALVE,21640,1165,0.00,290,23299,OFF ROAD,254948,1HFVE0571N4300200
SXS SPORT,HONDA,400320,2023,SXS10S2RSP,Matte Abyss Black,21099,400320-SXS10S2RSP,TALON1000R,19726,1055,0.00,29,21099,OFF ROAD,258541,1HFVE05K8P4400320
SXS UTILITY,HONDA,700409,2023,SXS10M3DP,Krypton Green,18899,700409-SXS10M3DP,PIONEER 1000 DELUXE,17737,945,0.00,31,18899,OFF ROAD,258486,1HFVE0475P4700409
SXS UTILITY,HONDA,700023,2023,SXS10M3DFP,Honda Phantom Camo,20899,700023-SXS10M3DFP,PIONEER 1000 FOREST,19477,1045,0.00,31,20899,OFF ROAD,258503,1HFVE04X5P4700023
SXS UTILITY,HONDA,700756,2023,SXS10M5DTP,Pearl Orange,22299,700756-SXS10M5DTP,PIONEER 1000-5 TRAIL,20695,1115,0.00,21,22299,OFF ROAD,258522,1HFVE0492P4700756
SXS UTILITY,HONDA,700406,2023,SXS10M5DTP,Pearl Orange,22299,700406-SXS10M5DTP,PIONEER 1000-5 TRAIL,20695,1115,0.00,6,22299,OFF ROAD,258522,1HFVE0498P4700406
SXS UTILITY,HONDA,001779,2023,SXS10M6DP,Red,21899,001779-SXS10M6DP,PIONEER 1000-6 DELUXE CREW,20447,1095,0.00,42,21899,OFF ROAD,258098,1HFVE0818P4001779
SXS UTILITY,HONDA,002060,2023,SXS10M6DP,Red,21899,002060-SXS10M6DP,PIONEER 1000-6 DELUXE CREW,20447,1095,0.00,21,21899,OFF ROAD,258098,1HFVE0818P4002060
SXS UTILITY,HONDA,001707,2023,SXS10M6DP,Red,21899,001707-SXS10M6DP,PIONEER 1000-6 DELUXE CREW,20447,1095,0.00,85,21899,OFF ROAD,258098,1HFVE0815P4001707
